x, y, yaw, fitVal
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
2.87045, -3.44555, 0.00249596, 1306
1.73893, 1.32565, -0.00112671, 1385
1.73893, 1.32565, -0.00112671, 1385
1.73893, 1.32565, -0.00112671, 1385
1.73893, 1.32565, -0.00112671, 1385
1.73893, 1.32565, -0.00112671, 1385
1.73893, 1.32565, -0.00112671, 1385
1.73893, 1.32565, -0.00112671, 1385
1.73893, 1.32565, -0.00112671, 1385
1.73893, 1.32565, -0.00112671, 1385
1.73893, 1.32565, -0.00112671, 1385
1.73893, 1.32565, -0.00112671, 1385
1.73893, 1.32565, -0.00112671, 1385
1.73893, 1.32565, -0.00112671, 1385
1.73893, 1.32565, -0.00112671, 1385
1.73893, 1.32565, -0.00112671, 1385
1.73893, 1.32565, -0.00112671, 1385
1.73893, 1.32565, -0.00112671, 1385
1.73893, 1.32565, -0.00112671, 1385
1.73893, 1.32565, -0.00112671, 1385
1.73893, 1.32565, -0.00112671, 1385
1.73893, 1.32565, -0.00112671, 1385
1.73893, 1.32565, -0.00112671, 1385
1.73893, 1.32565, -0.00112671, 1385
1.73893, 1.32565, -0.00112671, 1385
1.73893, 1.32565, -0.00112671, 1385
1.73893, 1.32565, -0.00112671, 1385
1.73893, 1.32565, -0.00112671, 1385
1.73893, 1.32565, -0.00112671, 1385
1.73893, 1.32565, -0.00112671, 1385
1.73893, 1.32565, -0.00112671, 1385
1.73893, 1.32565, -0.00112671, 1385
1.73893, 1.32565, -0.00112671, 1385
1.73893, 1.32565, -0.00112671, 1385
1.73893, 1.32565, -0.00112671, 1385
1.73893, 1.32565, -0.00112671, 1385
1.73893, 1.32565, -0.00112671, 1385
1.73893, 1.32565, -0.00112671, 1385
1.73893, 1.32565, -0.00112671, 1385
1.73893, 1.32565, -0.00112671, 1385
1.73893, 1.32565, -0.00112671, 1385
1.73893, 1.32565, -0.00112671, 1385
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
8.87479, -7.42223, 0.00746026, 1467
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-2.30009, 4.22905, -0.00286718, 1597
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-0.652049, 2.22363, -0.00181187, 1723
-3.43686, 4.42515, -0.00371274, 1834
-3.43686, 4.42515, -0.00371274, 1834
-3.43686, 4.42515, -0.00371274, 1834
-3.43686, 4.42515, -0.00371274, 1834
-3.43686, 4.42515, -0.00371274, 1834
-3.43686, 4.42515, -0.00371274, 1834
-3.43686, 4.42515, -0.00371274, 1834
-3.43686, 4.42515, -0.00371274, 1834
-3.43686, 4.42515, -0.00371274, 1834
-3.43686, 4.42515, -0.00371274, 1834
-3.43686, 4.42515, -0.00371274, 1834
-3.43686, 4.42515, -0.00371274, 1834
-3.43686, 4.42515, -0.00371274, 1834
-3.43686, 4.42515, -0.00371274, 1834
-3.43686, 4.42515, -0.00371274, 1834
-3.43686, 4.42515, -0.00371274, 1834
-3.43686, 4.42515, -0.00371274, 1834
-3.43686, 4.42515, -0.00371274, 1834
-3.43686, 4.42515, -0.00371274, 1834
-3.43686, 4.42515, -0.00371274, 1834
-3.43686, 4.42515, -0.00371274, 1834
-3.43686, 4.42515, -0.00371274, 1834
-3.43686, 4.42515, -0.00371274, 1834
-3.43686, 4.42515, -0.00371274, 1834
-3.43686, 4.42515, -0.00371274, 1834
-3.43686, 4.42515, -0.00371274, 1834
-3.43686, 4.42515, -0.00371274, 1834
